Brain_1.CEL	Brain_2.CEL	Fetal_brain_1.CEL	Fetal_brain_2.CEL	Fetal_liver_1.CEL	Fetal_liver_2.CEL	Liver_1.CEL	Liver_2.CEL
33449_at	17.15	34.85	-31	-1.85	14.85	10.75	-15.95	75.25
33450_at	298.25	675.85	170.75	281.1	-37.6	-134.9	-78	-146.35
33451_s_at	978	942.25	3211.2	3547.25	402	883.35	169.1	352.2
33452_at	18.45	81	16.65	34.5	36.15	146.6	9.75	36.75
33453_at	77.15	143	121.1	97	87.65	202.9	56.15	136.5
33454_at	451.2	1275.6	860.3	1043.4	161.25	592.6	233.6	717.15
33455_at	-3.25	-1	-4.1	12.9	6698.6	11548.5	13642.5	15030.5
33456_at	80	59.25	177.75	258.75	44.65	184.5	0	-47.65
33457_at	113.5	73.35	200.25	301.4	23.25	94	1.75	25.4
33458_r_at	2199.25	2665.25	2344.4	3259.35	569.85	2027.6	298.35	526.15
33459_at	-101.4	-19.95	-39.5	-53.15	-47.1	-105.65	-48.5	-105.85
33460_at	22.1	15.55	23.3	14.75	9.6	21.5	3.9	3.1
33461_at	0.65	14.75	73.65	78	36.25	24.6	22.15	33.5
33462_at	10.75	19.4	4.6	1	-5.85	6	-1.25	5.9
33463_at	60	35.45	9.1	41.75	50.75	142.5	155.4	302.35
33464_at	50.9	45.9	199.15	249	40.75	193.85	8.1	114.65
33465_at	16.9	35.2	26.4	39.3	5.65	-2.35	0.55	4.15
33466_at	183.5	243.35	474.15	486.75	82.65	268.5	42.1	107.25
33467_at	25.5	67.5	60.75	74.8	42.6	259.9	37.85	173.65
33468_at	-1.15	3.15	0	6.25	-0.4	14.75	-2.35	-10.1
33469_r_at	96.5	126.15	99.6	104.75	222.85	426.35	288.85	425.25
33470_at	220.6	179.5	194.75	205.7	191.5	493.25	50.1	149.5
33471_g_at	30.05	53.5	137.65	205.75	37	-6.15	-17.75	34.4
33472_at	7.6	2.5	7.75	-6.1	22.25	-16.9	43.5	57.5
33473_at	11.4	2.1	-1.25	2.25	2.75	5	1.75	18
33474_at	-2.65	-19.15	-15.2	-8.75	22.5	35	-34.5	-24.2
33475_at	157.1	174.9	66.5	100.5	-24.5	-10.8	-17.5	-55
33476_at	-16.85	2.25	-14.85	-7	-18.9	-1.65	-1	1
33477_at	23	47.65	49.75	33.85	15.65	57.25	19.15	47.6
33478_at	-21.6	-19.1	-8	0.25	-7.25	-5.35	-5.25	-43.1
33479_g_at	-1.85	10.4	6.65	4.9	23.15	-13.65	3.4	9.3
33480_at	26.5	45	29.55	18.35	13.9	108.1	44.5	26.55
33481_at	-5.65	2.85	8.5	-22.25	-15.6	-33.95	-16.5	-21.75
33482_at	-31.4	-19.6	15.85	1.25	6.1	-21.25	-8.35	1.6
33483_at	23.9	22.5	31.15	24.25	13.65	45	1.15	15.25
33484_at	24.85	22.25	101.9	133	42.25	71.5	7.6	14.25
33485_at	366	559.35	1932.95	3013.35	925.45	2942.5	206	501.5
33486_at	-5.5	3.15	14.75	6	-5.9	-1.5	-0.4	-12.25
33487_at	-35.1	2.75	-34.35	-27.4	1329.65	2636.9	8944.95	10965.85
33488_at	10.1	3.15	10.4	17	7.65	25.25	10.6	12.85
33489_at	6.9	15.15	172.85	37.75	53.65	92.8	25.75	30
33490_at	7.75	9.75	22.4	37.35	16.5	9.25	8.5	27.6
33491_at	8.15	0.4	2.15	-2.65	21	-7.4	3.9	3.1
33492_at	14.85	37.65	27.25	20.75	36.6	98.8	29.5	257.5
33493_at	220.5	211.5	223.1	272.35	60.1	423	137.25	449.35
33494_at	-9.75	8.75	32.75	45.75	57.4	34	18	29.6
33495_at	52.1	31.15	156.65	196.15	3.7	-57.25	-27.25	-51
33496_at	-6.25	-2.35	-16.5	-18	-12.5	-10	-7.9	-16
33497_at	2.5	12.5	58.5	33.75	-43	-11	-3.25	-21.15
33498_at	-17.4	-13.85	-0.5	-1.35	-58.6	-15.75	0.4	-7.1
33499_s_at	6.7	55.55	72.5	5.15	75.25	106	504.9	1021.4
335_r_at	-25.6	96	218.9	-411.15	514.25	935.35	-529.5	-624
33500_i_at	-64.5	-54	102	31.5	77	229	286	675.7
33501_r_at	21.85	110.75	125.5	142.5	120.65	156.75	459.75	779.15
33502_at	-17.35	8.5	-2	17.75	3	39.75	7.35	27.5
33503_at	67	44	71	41.4	63.35	259.85	4.65	120.35
33504_at	-4.6	19.1	41	55	-13.75	5.15	0.35	24.35
33505_at	-6.15	8.5	-13.35	0.5	-7.15	12.1	-1.15	-3.5
33506_at	38	29.75	60.35	93.9	24	71	25.5	98.75
33507_g_at	0.75	3.5	50.65	83.25	-3.25	24	-17.75	5.75
33508_at	-13.95	4.4	34	90.45	-8.85	-16.25	-22.1	-40.5
33509_at	21.1	41	60.1	97.5	-4	-9.75	-11.5	25.85
33510_s_at	100.5	109.25	82.65	155.25	102.5	174	77.25	89
33511_at	12	12.15	10.5	17.65	20.9	9.15	2.55	28.45
33512_at	-84.85	-45	-81.85	-28.35	-164.5	-185.5	-92.9	-96.85
33513_at	-15.75	-1.5	-3.6	10.5	-11.5	-21.65	-25.15	-27.1
33514_at	25.4	59.85	107.7	129.5	15.65	21.4	3	39.25
33515_at	-11.1	-14.65	-9.15	12.5	8.35	6.25	-4.25	-49.85
33516_at	36	36.9	46.65	22.4	433	1087.5	47.6	63.9
33517_f_at	-15	-13.5	1.5	-14	-19	-5.4	-5.4	-39.85
33518_f_at	-1.85	-33.75	-7.25	-45.5	-25	-70.5	2.5	-11
33519_at	4.5	-17	-33.25	-23.35	36.15	96.15	211.95	271.6
33520_at	98.7	149.55	97.75	50.85	409.5	700.75	444.25	718.5
33521_at	156.6	218.15	213.1	181.35	334.35	572.45	163.9	363.1
33522_at	-9.6	-14.75	10.6	-34.4	-8.15	-50	-13.35	-62.85
33523_at	-88.4	-36.35	-24	-84.35	-31.6	-21.3	-105.6	-40.1
33524_at	-10.5	12.25	33.8	12.25	16.55	86.9	17.85	-68.4
33525_at	2.5	6.75	2.25	3.4	9.5	-5.85	-9.5	8
33526_at	44	10.65	39.1	38.25	10.6	-41.25	13.6	0.75
33527_at	37	73.25	22.6	38.4	20.2	15.5	19.75	23.65
33528_at	7.5	11	11.9	8.4	25	31.4	12.75	0.55
33529_at	5	-14.25	5.65	-19.25	-0.15	-3.5	8	-11.75
33530_at	10.85	14.35	15.35	12.15	52.65	82.4	-0.75	0.35
33531_at	-8.75	-5.95	5.9	-16.15	-14.35	-8.8	-13.15	-8.5
33532_at	22.6	5.25	18.6	14.45	-12.85	32.65	15	45.85
33533_at	21	22.1	20.35	19.85	12	18	-2.95	-4.1
33534_at	-2.15	-2	-26.65	7.5	-14	7.8	11.5	-11.25
33535_at	47.35	50.35	45	85.75	110.7	187.75	54.75	164.1
33536_at	6.5	16.4	9.25	18.6	24.35	6.6	34.25	9.15
33537_at	-3.1	31	-1.5	-21	66.85	77.4	-9.75	-40.6
33538_at	28.35	10.25	57.5	56.85	16.15	52.65	8	29
33539_at	39.85	58.35	58.8	61	58.6	73.15	36.35	95.25
33540_at	-33.75	-19.4	-21.5	-6.25	-18.4	15.6	-4.65	-68.85
33541_s_at	16.6	27.6	8	10.15	30.75	19.9	-28.15	15.85
33542_at	-10.75	-10.1	-23	4.3	6.5	-38.6	-17.5	6.4
33543_s_at	36.65	35.75	174.5	239.9	12.1	35.85	-7.85	-17.5
33544_at	4.1	18	22.4	32.65	-4.9	11.6	11.1	3.25
33545_at	26.65	125	138.75	55.6	110.5	14	96.75	157.2
33546_at	-79	-49	-37.25	-59.9	-4.2	-25	92.25	150.5
33547_i_at	-11.2	-4	-19.5	-10	-24.3	-2.5	4.3	-9.3
33548_f_at	-10	-11.8	-6.7	-4.3	8	7.2	-3.7	0.8
33549_at	3	16.2	12.65	3.65	-17.85	9.65	3.75	3.6
33550_at	32.75	18.4	20.8	25.5	9.15	13	17.5	33.5
33551_s_at	2.25	-1.65	10.35	0.75	-15.9	17.4	-0.5	39.5
33552_at	13	17.65	-20.6	18.15	3.25	24.75	3.75	9.25
33553_r_at	-3.15	10.9	5.6	6.25	3.9	1.5	2	9.25
33554_at	29.5	4.05	5.1	12.65	4	30.15	5	19.75
33555_at	48.15	92.15	38.25	34.65	14.55	36.1	21.6	48.25
33556_at	21.25	34.5	7.25	9.35	11.65	25	30.95	36.75
33557_at	3.75	-22.25	-5	10	4.85	-0.4	-11.75	-11
33558_at	5	52.25	131.65	90.6	79.6	89.95	15.35	177.4
33559_at	-1.4	20.45	5.85	27.85	2.65	-1	21.85	5.6
33560_at	-9.2	2.75	38.1	82.5	-2.25	-4.15	1.15	1.1
33561_at	5.65	-8.9	11.85	9.9	16	-8.5	-4.15	-30.35
33562_g_at	9.5	3.4	20.75	17.6	21.5	9.1	-2	17.75
33563_s_at	-24.75	-17	-5.5	-20.15	0.6	-26.45	-22.75	-14.15
33564_at	-9.85	3.1	-1.35	-8.9	27.85	127.65	57.75	233.15
33565_at	4.75	5.9	24.6	21.5	24.85	56.65	14.5	45.5
33566_at	31.65	30.65	-23.6	15.15	6.6	12	18.95	29.25
33567_at	32.75	22.55	16.25	21	-0.6	10.4	6.5	16.75
33568_at	150	236.85	282.5	286.3	231.6	479.75	208.6	453.75
33569_at	77.3	102.5	80.5	82.1	183.95	371.5	200.3	337.5
33570_at	0	-26.25	-7.35	-1.6	-8.7	-5.25	-36.35	-23.65
33571_at	80.4	70.85	30.75	66.65	123	127.75	90.15	153.8
33572_at	14.75	2	13.75	-9.65	34.25	20.75	-1.6	8
33573_at	-4.6	15.6	3.95	-0.15	27.25	14.6	-0.85	-4
33574_at	11.4	6.5	9.25	8.9	-4.25	14.85	-1.4	-0.1
33575_at	1	-0.85	-3	-22.5	-14.4	-14.65	-8	6.6
33576_at	405.5	739.85	685.45	860	-18.65	-6.8	-8.05	-23.15
33577_at	-12.75	-8.15	7.75	-12.25	8.35	-2.25	4.35	-7.85
33578_at	-29.25	-6.85	-3.9	-15.75	-15	-37.15	6.25	-24.5
33579_i_at	-3.3	-2.7	38.2	-56	89.3	10.3	0	20.3
33580_r_at	128.25	54.35	52.85	23.6	93.75	88.6	182	216.8
33581_at	-1.35	23.95	33.3	74.9	25.15	260.5	-10.75	218.5
33582_s_at	7.15	11	8.85	29.5	12.85	51.1	2.5	25.5
33583_r_at	43.15	-8.1	75.75	54.5	33.8	17.25	96.4	14.5
33584_at	12.65	24.5	53.4	41	51.35	65.9	8.75	22.25
33585_at	10.65	7.75	23.5	23	37.75	31.75	14.1	25.65
33586_at	44.5	45.9	61.25	92.5	23.5	40.4	14.95	5
33587_f_at	-52.3	-48.25	-24.25	13.6	102	154.95	-19.4	135.5
33588_at	-8.8	-17	-8	-1.5	-8.9	-2.5	-3.65	9.8
33589_at	20.5	-9.7	-1.5	-25.7	-35.75	-26.9	5.85	-26.15
33590_at	-24.35	3	0.5	7.6	8.25	-11.65	-12	-20.15
33591_at	-30.4	-28.6	-5.4	24.35	3.1	-3.6	-28.15	-98.9
33592_at	2.85	-13.65	-19.35	-25	-5.25	-13.75	-8.5	-18.75
33593_at	12.5	24	-7	11.65	19.1	20.65	19.35	65.65
33594_at	62.35	93.75	140.75	157	207.75	457.6	72.15	401.6
33595_r_at	-2.25	2.35	11.5	16.25	6.1	9.6	2.25	9.65
33596_at	36.2	51.55	-0.65	17.15	7.85	-14	-12.65	-22.75
33597_at	30.85	43	55.65	48.25	44.6	82.85	10.75	61
33598_r_at	11.9	2.65	15.65	10.15	8.4	5.6	10.25	-3.15
33599_at	-37.1	-22.4	0.65	-11.65	-10.85	8	-13.75	-1.6
336_at	57.6	23.65	76.75	134.5	61.4	65.75	56.1	40.2
33600_at	-37.5	-93.9	-16.3	-52.9	-58	-22.4	-28.75	-99.75
33601_at	61	60.65	238.5	299.15	56.4	18.15	36.3	85.85
33602_at	29.65	-0.3	48.1	14.9	83.65	176.95	45.1	122.6
33603_at	-43.75	-46.75	-86.85	-116.5	-63.15	-179.35	-33.75	-107.6
33604_at	-31.85	-20.25	-24.75	-13.5	-17.95	-14.75	-12.1	-5.35
33605_at	88.15	130.5	24.05	22.75	-33.75	-72.1	-38.4	-93.65
33606_g_at	117	196.9	-8	49.15	-10.5	-16	-7.45	-9.1
33607_at	91.5	187.65	63.85	57.65	40.9	34.35	14.35	60.75
33608_at	-8.5	15.25	8.6	3.5	47.5	64	4.25	-12.9
33609_at	-12.85	7.65	27.9	21.65	1.25	4.25	-31.4	-1.85
33610_at	-14.85	-5	10.5	-36.4	-1.1	-17.25	-27.9	-10.75
33611_g_at	9	4.75	-14.3	8.5	-21.35	4.65	2.25	-5.2
33612_at	4.6	5.85	-2.6	-7	-3.9	2.8	5.6	2.85
33613_at	92.6	135.25	82.15	29.65	93.1	165.5	80.35	196.15
33614_at	1241.5	1776.75	3562.5	5872.25	3142.1	6775.35	2372.25	2829.85
33615_at	-38.1	-32.7	-46.15	-20	-22.4	-42.35	-23.6	-76.5
33616_at	-1	10.35	-30.25	-3.55	6.3	-3.9	5	-33.9
33617_s_at	-36.25	-18.5	29.9	-12.25	-3.95	-11	21	95.25
33618_at	-3.25	-2.35	25.15	25.35	-2.05	-26.6	-4.5	-3.5
33619_at	1466.5	1707.05	3309.15	4189.35	2379.35	5307.55	2041.6	3705.25
33620_at	75.1	-1.55	25.3	-33.4	27	18.75	3.15	-18.4
33621_at	43.6	29.65	37	12.15	8.75	35.7	9.35	52.9
33622_at	1.75	20	60.85	6.15	33.85	49.5	31.05	27.75
33623_g_at	-25.65	-4	18.25	-23.9	7.35	-31.65	-40.75	-54.95
33624_at	-54.4	-67.1	-37.9	-53.5	-41.35	-34.9	-16.35	-46.65
33625_g_at	-12.9	-34.35	-15.6	9	-3.15	0.3	-32.5	-24
33626_at	-28.65	-55.75	11.15	-38.35	-34	-52.75	-27.15	71.65
33627_at	-14.2	55.85	54.65	74	45.25	71.75	-2	74.1
33628_g_at	-39.75	-97.9	-26.9	-61.75	-54.4	-112.45	-68.1	-160.8
33629_at	28.65	55.75	11.5	0.85	-35.1	4.3	-2.5	-26.9
33630_s_at	143.5	400	89.75	80.9	-39.25	-74.5	-34	-124.35
33631_at	10.85	26.4	23.5	19.75	12.75	21.2	12.85	4.15
33632_g_at	404.65	564.25	189.75	302.75	315	693.15	187.5	159.35
33633_at	18.95	9.3	13.75	65.25	-26.75	-71.65	-99.75	-52.3
33634_at	26.5	-7.35	36.95	22.5	28.85	14	13	21.25
33635_at	22.25	21.5	36.4	67.65	31.6	22.5	4.35	23.15
33636_at	-18.85	-21.8	-10.5	-2.75	12.5	-130.85	-7	-27
33637_g_at	78.95	64	98.75	40	78.35	63.25	13	18.6
33638_at	3.35	6.3	-19.5	0.75	33.6	24.65	12.9	88.85
33639_g_at	6.9	20.75	29.65	12.85	0.85	40.75	15.1	25.15
33640_at	134.6	61.5	38.75	58.25	119.15	69.5	50.25	184
33641_g_at	-18.5	-6.25	-25.75	-31	26.5	108.5	-10.5	-74.85
33642_s_at	96.65	207.5	78.75	101.4	107	239.9	8.25	-19.25
33643_at	-8.85	-4.5	-14.35	-1	-21.4	-40.35	5.65	13.85
33644_at	7.4	5	5.35	20.5	21	40	25.9	3.4
33645_at	-5.5	16.85	3.75	8.15	5.9	10.5	3	4.85
33646_g_at	18.85	87	53.25	41.4	1.4	82.25	50.25	82.6
33647_s_at	101	140.9	137	72.8	101.5	203.75	70.35	223.35
33648_at	19.25	-6.6	-16.65	-36.25	43.15	226.35	83.9	97.4
33649_at	0.8	2.1	33.95	7.45	3.6	-1.1	-1.9	-6.25
33650_at	46.9	80.5	57.25	86.4	64	160.6	30.75	76
33651_at	22	128.85	56.85	60.5	48.65	119.25	70.6	48.15
33652_at	38.75	26.65	26.25	37.4	38.95	61.25	22.85	40.25
33653_at	-2.4	-9	1.25	3.2	-4.75	4.9	-12	-9.4
33654_at	-7	3.85	-2	-16.15	2.35	-17	-6.15	-1.5
33655_f_at	12.75	-8.15	13.4	-0.65	3.25	3.35	7.35	0.15
33656_at	2768.1	4129.5	4512.9	7201	5783.35	11814.85	2995.35	5593.9
33657_at	2370.65	2703	3307.5	5414.5	2476.85	4152.5	664.9	860.5
33658_at	30	45	113.4	158.1	4.85	18.1	6	12.35
33659_at	4399.75	7241.6	4248.25	6207.5	3100.85	6395.3	1944	3333.35
33660_at	1839.75	1887.5	3422	5157.9	2452.15	4928.15	1429	2438.65
33661_at	10.85	33.6	75.85	74.65	37.75	45.6	13.4	26.65
33662_at	-1.7	-8.5	26.25	40.75	-13	14.6	-3.35	-18.1
33663_at	-21.9	-12	-3.75	-15.6	-23	-46.6	-18.85	-27.4
33664_g_at	-2	3.6	0.25	13.8	-7.4	3.5	14.85	-14.1
33665_s_at	5.65	21	17.25	36.1	19.6	13.9	6.75	29
33666_at	180.6	249.65	408	539.5	286.9	620.15	53.1	89.75
33667_at	6588.65	6839	4575.75	6257.3	4508.6	9089.9	3652.65	5581.75
33668_at	646.65	679.25	1802.25	3143.85	1370.6	2816.9	886.75	976.2
33669_at	-1.05	-1.4	15.35	8.35	6.2	0.9	-0.65	4.1
33670_at	10.1	27.25	6	30.65	88	126.65	5	53.5
33671_f_at	7.2	-6.25	-24.15	4.75	-0.6	-15.65	-9.15	-8.7
33672_f_at	8.05	8.5	1.25	-9.5	13.6	18.5	26.1	38.6
33673_r_at	-2.35	1.9	1.2	8.1	36.55	-4.75	-7.9	17.15
33674_at	2150.75	2558.65	2925	5434.75	4931.1	10795.25	3312.75	4911.5
33675_at	16.75	2.85	24.1	51.5	13.15	3.75	6.6	3.15
33676_at	5313.5	7408.5	5408.15	8818.4	4331	8666.25	1584.25	2056.6
33677_at	3215.8	3871.5	3411.5	5627.5	3157.75	6582.25	1095.45	1770.15
33678_i_at	9509.5	14669.5	14493	20610.3	1036.8	1579.7	1233.7	1331
33679_f_at	3339.85	6631.85	6067.6	9203.3	1547	3257.85	931.25	1670.25
33680_f_at	-9.65	-5	-15.9	6.25	9	-12.15	-1.15	-12.25
33681_at	5.65	4.8	-7.5	-22.5	4.4	3.35	17	26.75
33682_at	8.4	9.25	32.25	25.5	26.9	30.4	0.9	7.5
33683_at	64.35	165	399.85	549.6	32.65	57.65	25.7	18.15
33684_at	13.25	19.65	14.4	-4.55	21	20.95	5	38
33685_at	190.75	59.3	50.25	23.6	68.15	19.25	-2.6	14.85
33686_at	-7.25	6.85	10.75	5.4	-6.5	25.85	-2	-27
33687_at	9.15	10.65	22.15	52.25	14.75	20.9	7.4	-0.35
33688_at	13.25	-8.35	-10	-18.75	-21	-73.6	3.15	4.9
33689_s_at	162.25	298.4	166.5	266.25	498.1	1062.35	415.9	779.85
33690_at	51.25	46.85	167.15	210.65	82.9	93.8	37.15	67
33691_at	-45.1	-37	-10	-17.35	-2	-27	-40.35	-16.9
33692_at	-47.7	-37	-79.35	-52.5	-79.5	-114.4	-13.6	-55.75
33693_at	-1.15	13.65	-4.25	10.15	-2.35	14.5	-1.2	7.35
33694_at	21.65	46.75	37.5	46.2	42.1	50.6	2.6	110.15
33695_at	48.9	101.35	67.5	144	46.25	121.85	80.6	117.35
33696_at	-28.25	-7.45	-9.5	21.3	-11.65	-19.65	-18	-6
33697_at	222.9	258.5	61.85	68.75	73.65	167.75	51.75	106.75
33698_at	47.5	5.1	63.75	45.75	-34.95	-136.75	-28.85	-44.75
33699_at	32.6	38.1	12.85	10.5	70.55	100.35	17.3	-18.25
337_at	-13.1	-8.4	11.35	12.1	5.4	-19.6	-10.25	-27.5
33700_at	69.25	226.25	157.5	151	27.85	99.05	23.5	10.85
33701_at	4.75	15.25	13.9	24.65	254.65	799.85	171.5	450.15
33702_f_at	-5	-0.6	-21	-25.5	3039.35	5041	3807.75	5303
33703_f_at	-0.4	-7.7	16.6	-4.25	2097.6	4030.85	3230.95	3347.5
33704_at	-10.15	-5.5	19	-7.15	-29	42.25	15.5	15.65
33705_at	196.6	288.4	192.65	273.4	30.4	80.9	6.15	-5.75
33706_at	206.6	253.5	113	155.55	96.15	328.15	101.35	58.65
33707_at	249.65	394.25	75.65	61.15	21.6	31.25	-1.15	37.4
33708_at	6.5	29.75	8.75	34.65	389.4	734	243.6	518.1
33709_at	27.45	39.25	69.8	77	2.3	98.75	-38.6	-91.65
33710_at	3.1	37.05	38.1	44.5	310.75	842.25	149	324.25
33711_at	49.75	22	65.6	63.1	54.65	234.55	24	10.65
33712_at	2367.4	3550.85	859.6	950.5	90.6	148.65	49.1	104.55
33713_at	70.6	276.65	94.65	118.1	97.9	227.4	85.35	239.4
33714_at	28.5	22.15	112	29.75	19.6	35.75	-2.4	-27.25
33715_r_at	3.4	2.5	21.95	31.1	14.5	31.35	1.1	3.1
33716_at	397.65	340.85	389.05	562.9	30.5	91.25	16.4	5
33717_at	-0.4	11	30	55.1	-10.5	-19.5	-24.35	-17.85
33718_at	51.1	85.15	186.1	171.5	57.9	168.85	50.25	459.9
33719_at	74.15	190.4	81.15	126.25	74.25	211	62.15	195
33720_at	11.05	16.65	14.25	16.6	26.15	32.4	-0.6	4.8
33721_at	-18.9	-6.6	-9.8	-14	164	464.25	93.85	118.45
33722_at	38	49.75	36	57.75	-1	34.85	8.85	1.5
33723_at	26.85	41.85	38.05	49.2	3.4	63.7	20.9	32
33724_at	27.75	1.75	9.5	37.25	12.85	16.9	2.65	13.9
33725_at	13.4	4	-30.85	-25.5	6.35	-40.85	-25.75	-5.4
33726_at	24.25	28.65	6.55	13.25	47.45	45.5	6.5	-3.6
33727_r_at	15.1	-15.75	16.9	49.25	160.85	205.65	43	236.85
33728_at	267.5	678.25	192.5	203.35	23	22.85	10.5	31.5
33729_at	8	1.1	39.9	6	-0.65	10	-12.75	-41.75
33730_at	27.75	16.1	24.85	35.85	18.15	80.75	30.6	39.6
33731_at	-52.4	-50.75	-21.2	-16.9	12.6	49.8	-18.1	-51
33732_at	-4.25	32.7	9.75	39.15	-1.5	95	-17.15	-24.05
33733_at	46.05	65	22.45	11.7	31.9	51.9	29.95	-7.55
33734_at	28.5	22.75	33.5	55	7.25	16.4	4.4	15.85
33735_at	25.4	68.65	68	101.85	-51.75	-95.1	-4.5	-77.65
33736_at	379	711.5	158.15	217	52.8	64.15	107.4	72.5
33737_f_at	79.4	127.1	108.25	165.25	85.85	210.4	55.2	148.8
33738_r_at	64.15	188.1	93.75	114.15	127.75	238.85	126.25	213.5
33739_at	38.5	22.1	44.4	-17.2	20.65	-12.5	19	22.35
33740_at	150.5	441.4	78.15	106.65	136.1	143.35	-24.9	396
33741_at	221.75	395.1	123.25	194.65	23.5	141.15	24	31.1
33742_f_at	9.1	18.75	41.4	36.1	-1	43.85	-0.6	23.85
33743_at	36	56.15	33.15	52.1	-16.85	-38.15	-25.45	-23.45
33744_at	46.75	64.75	52.5	67.5	47.5	65.25	32.65	54.5
33745_at	-232.45	-112.4	-300.35	-287.85	-297.25	-621.1	-240.6	-619.75
33746_at	8.4	60.85	71.15	113.65	45.85	112.5	15	16.65
33747_s_at	-17.35	3.1	0.45	-20.25	2.5	-4.15	-19.85	-8.65
33748_at	-165.4	-189.5	-86.25	-111.15	-124.5	-198.7	-135	-233.15
33749_at	-1.5	34.5	1.9	24	54.6	165.35	47.25	91.8
33750_at	92.65	109.7	45	42.1	19.25	100.1	24.1	33.1
33751_at	130.95	231.45	43.7	38.25	-12.25	43.85	17.25	65.5
33752_at	119.6	121.25	240.5	356.15	61.85	96.85	4.35	16.85
33753_at	54.35	97.35	827.6	1144.15	19.25	63.25	5.35	9
33754_at	26.4	38.35	104.5	95.55	40.85	51.35	22	50.85
33755_at	28.1	21.6	17.1	16.7	26.6	6.5	20.45	13.5
33756_at	23.75	5.6	13	6.9	24.85	17.7	3	35.25
33757_f_at	24.65	23	17.25	20.65	33.65	24.6	12.65	24.6
33758_f_at	19	15.5	19.15	-5.25	31.35	22.55	17.6	3.9
33759_at	28.75	27.3	55.75	62.1	297.75	998	-10.25	-17.4
33760_at	116.25	245.5	88.1	68.15	69.85	240.75	84.15	135.1
33761_s_at	-10.65	-1.15	13.75	-9.4	-5.05	-46.9	-34.5	-87.75
33762_r_at	5.6	0.25	6.65	19.55	-1.5	4	8	-0.55
33763_at	30.2	58.75	59.85	29.15	19.5	46.25	30	17.65
33764_at	1051.3	1462.9	618	767.25	-0.25	16.4	-7.5	6
33765_at	2.2	9.1	-0.4	13.45	5.35	-3.9	-6.75	25.25
33766_at	37.65	128.05	-32.65	-9.1	9.25	1.65	53.9	78.25
33767_at	442.5	992.4	28.85	8.5	17.1	20.1	2.9	13.4
33768_at	152	385.15	605.25	502.15	208.5	337.05	113.6	376.65
33769_at	39.5	29.2	75	66	44.65	99	41.6	43.85
33770_at	233.5	163.25	183.25	191.6	173.95	256.25	39	99.15
33771_at	67.35	49.85	43.75	46.1	-2.4	6.85	-27.5	-17.6
33772_at	4.8	15.5	-8.35	51	-9	10.5	2.25	4
33773_at	7	24	32.25	66.5	36.5	54.15	15.75	45.4
33774_at	-1	21.75	35.9	28	60.5	161.6	40.5	64
33775_s_at	-1.6	9.9	23.15	19.35	35.65	26.6	10.5	40.25
33776_at	-0.5	26	54	54.85	39.55	78.25	3.5	22.7
33777_at	49.85	70	13.9	-12.15	36.6	158.6	29.5	11.85
33778_at	182.15	418.9	40.1	26.95	231.45	348	103.15	75.1
33779_at	513.1	1104.9	370.5	237.75	378.75	833.65	167.25	143.2
33780_at	88.85	160.05	187.5	197.75	154	478.75	86	332.65
33781_s_at	480.6	956.15	154.85	245.9	123.35	280.65	64.6	60
33782_r_at	310.1	510.35	58.5	325.15	-2	138.5	-32.5	-57.75
33783_at	120.75	221.3	-6.6	30	69.5	125.55	2.35	-101
33784_at	-30.6	-66.15	-6.65	26.4	-4.9	-24.5	-36.5	0.4
33785_at	1357.3	3224	723.85	1135.75	-32.5	66.75	-68.65	-175.55
33786_r_at	4.1	-1.35	3.35	5.25	0.15	5.25	5.25	2.75
33787_at	1609.5	2741.15	423.35	497	51.5	137.75	60.35	221.5
33788_at	197.9	241.7	165.6	200.75	4.75	42	1.4	-9.6
33789_at	1.5	20	17.25	63.6	165	637.85	361.15	357.5
33790_at	59.65	12.6	-26.25	-56.85	362.5	1022.75	750.9	1164.25
33791_at	8.35	8.5	25.3	16.75	34.5	148.15	14.35	14.6
33792_at	-78.85	-88.65	-64.35	-96	-36.4	25.75	-111.25	-290
33793_at	-9.4	22.35	15.25	29.65	-36.6	-2.75	9	7.1
33794_g_at	29.6	35.5	126.6	172	41.75	66	17.25	43.4
33795_at	211.75	262.75	398.25	424.3	46.25	198.95	57.85	77
33796_at	22	41.35	111.9	162	107.75	234.25	-3.15	4.25
33797_at	24.6	59.35	79.75	134.1	32.65	74.35	20.35	22.85
33798_at	-93.6	-82	-186.1	-270.1	-288.4	-448.4	-310.35	-659.75
33799_at	97.85	218.9	126.6	164.35	648.4	1615.9	134.85	307.4
338_at	85.85	43.6	68.75	94.85	109.15	322.5	24.5	116.25
33800_at	164.25	376.4	66.25	115.25	133	319.3	95.75	105.55
33801_at	-61.85	-2.5	-49.4	-90.7	-69.5	-150.05	-102.65	-209.15
33802_at	-25.25	-26.5	-8.4	-25.4	736.75	1704.9	31	46.1
33803_at	58	35.35	33.25	27	27.15	82.5	13.6	50.5
33804_at	329.5	1301	188.15	231	68.4	157.65	21.85	58.5
33805_at	60.5	46.65	118.6	197.35	29.9	71	8.65	36.8
33806_at	58.75	289.15	70.1	20.45	53.25	103.5	38.5	73.4
33807_at	38.4	70.8	25.1	34.4	-0.5	-22.6	26.25	53.5
33808_at	48.8	88.65	112.5	57.3	71.35	89	64.9	196.75
33809_at	198.6	285.75	574.65	625.85	7.9	106	10.85	35.15
33810_at	39.2	142.1	89.4	163.6	20.7	155.1	31.65	-14.5
